symbol,hex,code,name,category,entities,set,tags
උ,0D8B,3467,sinhala letter uyanna,Sinhala,,,
ඌ,0D8C,3468,sinhala letter uuyanna,Sinhala,,,
ඍ,0D8D,3469,sinhala letter iruyanna,Sinhala,,,
ඎ,0D8E,3470,sinhala letter iruuyanna,Sinhala,,,
ඏ,0D8F,3471,sinhala letter iluyanna,Sinhala,,,
ඐ,0D90,3472,sinhala letter iluuyanna,Sinhala,,,
එ,0D91,3473,sinhala letter eyanna,Sinhala,,,
ඒ,0D92,3474,sinhala letter eeyanna,Sinhala,,,
ඓ,0D93,3475,sinhala letter aiyanna,Sinhala,,,
ඔ,0D94,3476,sinhala letter oyanna,Sinhala,,,
ඕ,0D95,3477,sinhala letter ooyanna,Sinhala,,,
ඖ,0D96,3478,sinhala letter auyanna,Sinhala,,,
ක,0D9A,3482,sinhala letter alpapraana kayanna,Sinhala,,,
ඛ,0D9B,3483,sinhala letter mahaapraana kayanna,Sinhala,,,
ග,0D9C,3484,sinhala letter alpapraana gayanna,Sinhala,,,
ඝ,0D9D,3485,sinhala letter mahaapraana gayanna,Sinhala,,,
ඞ,0D9E,3486,sinhala letter kantaja naasikyaya,Sinhala,,,
ඟ,0D9F,3487,sinhala letter sanyaka gayanna,Sinhala,,,
ච,0DA0,3488,sinhala letter alpapraana cayanna,Sinhala,,,
ඡ,0DA1,3489,sinhala letter mahaapraana cayanna,Sinhala,,,
ජ,0DA2,3490,sinhala letter alpapraana jayanna,Sinhala,,,
ඣ,0DA3,3491,sinhala letter mahaapraana jayanna,Sinhala,,,
ඤ,0DA4,3492,sinhala letter taaluja naasikyaya,Sinhala,,,
ඥ,0DA5,3493,sinhala letter taaluja sanyooga naaksikyaya,Sinhala,,,
ඦ,0DA6,3494,sinhala letter sanyaka jayanna,Sinhala,,,
ට,0DA7,3495,sinhala letter alpapraana ttayanna,Sinhala,,,
ඨ,0DA8,3496,sinhala letter mahaapraana ttayanna,Sinhala,,,
ඩ,0DA9,3497,sinhala letter alpapraana ddayanna,Sinhala,,,
ඪ,0DAA,3498,sinhala letter mahaapraana ddayanna,Sinhala,,,
ණ,0DAB,3499,sinhala letter muurdhaja nayanna,Sinhala,,,
ඬ,0DAC,3500,sinhala letter sanyaka ddayanna,Sinhala,,,
ත,0DAD,3501,sinhala letter alpapraana tayanna,Sinhala,,,
ථ,0DAE,3502,sinhala letter mahaapraana tayanna,Sinhala,,,
ද,0DAF,3503,sinhala letter alpapraana dayanna,Sinhala,,,
ධ,0DB0,3504,sinhala letter mahaapraana dayanna,Sinhala,,,
න,0DB1,3505,sinhala letter dantaja nayanna,Sinhala,,,
ඳ,0DB3,3507,sinhala letter sanyaka dayanna,Sinhala,,,
ප,0DB4,3508,sinhala letter alpapraana payanna,Sinhala,,,
ඵ,0DB5,3509,sinhala letter mahaapraana payanna,Sinhala,,,
බ,0DB6,3510,sinhala letter alpapraana bayanna,Sinhala,,,
භ,0DB7,3511,sinhala letter mahaapraana bayanna,Sinhala,,,
ම,0DB8,3512,sinhala letter mayanna,Sinhala,,,
ඹ,0DB9,3513,sinhala letter amba bayanna,Sinhala,,,
ය,0DBA,3514,sinhala letter yayanna,Sinhala,,,
ර,0DBB,3515,sinhala letter rayanna,Sinhala,,,
ල,0DBD,3517,sinhala letter dantaja layanna,Sinhala,,,
ව,0DC0,3520,sinhala letter vayanna,Sinhala,,,
ශ,0DC1,3521,sinhala letter taaluja sayanna,Sinhala,,,
ෂ,0DC2,3522,sinhala letter muurdhaja sayanna,Sinhala,,,
ස,0DC3,3523,sinhala letter dantaja sayanna,Sinhala,,,
හ,0DC4,3524,sinhala letter hayanna,Sinhala,,,
ළ,0DC5,3525,sinhala letter muurdhaja layanna,Sinhala,,,
ෆ,0DC6,3526,sinhala letter fayanna,Sinhala,,,
්,0DCA,3530,sinhala sign al-lakuna,Sinhala,,,
ා,0DCF,3535,sinhala vowel sign aela-pilla,Sinhala,,,
ැ,0DD0,3536,sinhala vowel sign ketti aeda-pilla,Sinhala,,,
ෑ,0DD1,3537,sinhala vowel sign diga aeda-pilla,Sinhala,,,
ි,0DD2,3538,sinhala vowel sign ketti is-pilla,Sinhala,,,
ී,0DD3,3539,sinhala vowel sign diga is-pilla,Sinhala,,,
ු,0DD4,3540,sinhala vowel sign ketti paa-pilla,Sinhala,,,
ූ,0DD6,3542,sinhala vowel sign diga paa-pilla,Sinhala,,,
ෘ,0DD8,3544,sinhala vowel sign gaetta-pilla,Sinhala,,,
ෙ,0DD9,3545,sinhala vowel sign kombuva,Sinhala,,,
ේ,0DDA,3546,sinhala vowel sign diga kombuva,Sinhala,,,
ෛ,0DDB,3547,sinhala vowel sign kombu deka,Sinhala,,,
ො,0DDC,3548,sinhala vowel sign kombuva haa aela-pilla,Sinhala,,,
ෝ,0DDD,3549,sinhala vowel sign kombuva haa diga aela-pilla,Sinhala,,,
ෞ,0DDE,3550,sinhala vowel sign kombuva haa gayanukitta,Sinhala,,,
ෟ,0DDF,3551,sinhala vowel sign gayanukitta,Sinhala,,,
෦,0DE6,3558,sinhala lith digit zero,Sinhala,,,
෧,0DE7,3559,sinhala lith digit one,Sinhala,,,
෨,0DE8,3560,sinhala lith digit two,Sinhala,,,
෩,0DE9,3561,sinhala lith digit three,Sinhala,,,
෪,0DEA,3562,sinhala lith digit four,Sinhala,,,
෫,0DEB,3563,sinhala lith digit five,Sinhala,,,
෬,0DEC,3564,sinhala lith digit six,Sinhala,,,
෭,0DED,3565,sinhala lith digit seven,Sinhala,,,
෮,0DEE,3566,sinhala lith digit eight,Sinhala,,,
෯,0DEF,3567,sinhala lith digit nine,Sinhala,,,
ෲ,0DF2,3570,sinhala vowel sign diga gaetta-pilla,Sinhala,,,
ෳ,0DF3,3571,sinhala vowel sign diga gayanukitta,Sinhala,,,
෴,0DF4,3572,sinhala punctuation kunddaliya,Sinhala,,,
ก,0E01,3585,thai character ko kai,Thai,,,
ข,0E02,3586,thai character kho khai,Thai,,,
ฃ,0E03,3587,thai character kho khuat,Thai,,,
ค,0E04,3588,thai character kho khwai,Thai,,,
ฅ,0E05,3589,thai character kho khon,Thai,,,
ฆ,0E06,3590,thai character kho rakhang,Thai,,,
ง,0E07,3591,thai character ngo ngu,Thai,,,
จ,0E08,3592,thai character cho chan,Thai,,,
ฉ,0E09,3593,thai character cho ching,Thai,,,
ช,0E0A,3594,thai character cho chang,Thai,,,
ซ,0E0B,3595,thai character so so,Thai,,,
ฌ,0E0C,3596,thai character cho choe,Thai,,,
ญ,0E0D,3597,thai character yo ying,Thai,,,
ฎ,0E0E,3598,thai character do chada,Thai,,,
ฏ,0E0F,3599,thai character to patak,Thai,,,
ฐ,0E10,3600,thai character tho than,Thai,,,
ฑ,0E11,3601,thai character tho nangmontho,Thai,,,
ฒ,0E12,3602,thai character tho phuthao,Thai,,,
ณ,0E13,3603,thai character no nen,Thai,,,
ด,0E14,3604,thai character do dek,Thai,,,
ต,0E15,3605,thai character to tao,Thai,,,
ถ,0E16,3606,thai character tho thung,Thai,,,
ท,0E17,3607,thai character tho thahan,Thai,,,
ธ,0E18,3608,thai character tho thong,Thai,,,
น,0E19,3609,thai character no nu,Thai,,,
บ,0E1A,3610,thai character bo baimai,Thai,,,
ป,0E1B,3611,thai character po pla,Thai,,,
ผ,0E1C,3612,thai character pho phung,Thai,,,
ฝ,0E1D,3613,thai character fo fa,Thai,,,
พ,0E1E,3614,thai character pho phan,Thai,,,
ฟ,0E1F,3615,thai character fo fan,Thai,,,
ภ,0E20,3616,thai character pho samphao,Thai,,,
ม,0E21,3617,thai character mo ma,Thai,,,
ย,0E22,3618,thai character yo yak,Thai,,,
ร,0E23,3619,thai character ro rua,Thai,,,
ฤ,0E24,3620,thai character ru,Thai,,,
ล,0E25,3621,thai character lo ling,Thai,,,
ฦ,0E26,3622,thai character lu,Thai,,,
ว,0E27,3623,thai character wo waen,Thai,,,
ศ,0E28,3624,thai character so sala,Thai,,,
ษ,0E29,3625,thai character so rusi,Thai,,,
ส,0E2A,3626,thai character so sua,Thai,,,
ห,0E2B,3627,thai character ho hip,Thai,,,
ฬ,0E2C,3628,thai character lo chula,Thai,,,
อ,0E2D,3629,thai character o ang,Thai,,,
ฮ,0E2E,3630,thai character ho nokhuk,Thai,,,
ฯ,0E2F,3631,thai character paiyannoi,Thai,,,
ะ,0E30,3632,thai character sara a,Thai,,,
ั,0E31,3633,thai character mai han-akat,Thai,,,
า,0E32,3634,thai character sara aa,Thai,,,
ำ,0E33,3635,thai character sara am,Thai,,,
ิ,0E34,3636,thai character sara i,Thai,,,
ี,0E35,3637,thai character sara ii,Thai,,,
ึ,0E36,3638,thai character sara ue,Thai,,,
ื,0E37,3639,thai character sara uee,Thai,,,
ุ,0E38,3640,thai character sara u,Thai,,,
ู,0E39,3641,thai character sara uu,Thai,,,
ฺ,0E3A,3642,thai character phinthu,Thai,,,
฿,0E3F,3647,thai currency symbol baht,Thai,,,
เ,0E40,3648,thai character sara e,Thai,,,
แ,0E41,3649,thai character sara ae,Thai,,,
โ,0E42,3650,thai character sara o,Thai,,,
ใ,0E43,3651,thai character sara ai maimuan,Thai,,,
ไ,0E44,3652,thai character sara ai maimalai,Thai,,,
ๅ,0E45,3653,thai character lakkhangyao,Thai,,,
ๆ,0E46,3654,thai character maiyamok,Thai,,,
็,0E47,3655,thai character maitaikhu,Thai,,,
่,0E48,3656,thai character mai ek,Thai,,,
้,0E49,3657,thai character mai tho,Thai,,,
๊,0E4A,3658,thai character mai tri,Thai,,,
๋,0E4B,3659,thai character mai chattawa,Thai,,,
์,0E4C,3660,thai character thanthakhat,Thai,,,
ํ,0E4D,3661,thai character nikhahit,Thai,,,
๎,0E4E,3662,thai character yamakkan,Thai,,,
๏,0E4F,3663,thai character fongman,Thai,,,
๐,0E50,3664,thai digit zero,Thai,,,
๑,0E51,3665,thai digit one,Thai,,,
๒,0E52,3666,thai digit two,Thai,,,
๓,0E53,3667,thai digit three,Thai,,,
๔,0E54,3668,thai digit four,Thai,,,
๕,0E55,3669,thai digit five,Thai,,,
๖,0E56,3670,thai digit six,Thai,,,
๗,0E57,3671,thai digit seven,Thai,,,
๘,0E58,3672,thai digit eight,Thai,,,
๙,0E59,3673,thai digit nine,Thai,,,
๚,0E5A,3674,thai character angkhankhu,Thai,,,
๛,0E5B,3675,thai character khomut,Thai,,,
ກ,0E81,3713,lao letter ko,Lao,,,
ຂ,0E82,3714,lao letter kho sung,Lao,,,
ຄ,0E84,3716,lao letter kho tam,Lao,,,
ຆ,0E86,3718,lao letter pali gha,Lao,,,
ງ,0E87,3719,lao letter ngo,Lao,,,
ຈ,0E88,3720,lao letter co,Lao,,,
ຉ,0E89,3721,lao letter pali cha,Lao,,,
ຊ,0E8A,3722,lao letter so tam,Lao,,,
ຌ,0E8C,3724,lao letter pali jha,Lao,,,
ຍ,0E8D,3725,lao letter nyo,Lao,,,
ຎ,0E8E,3726,lao letter pali nya,Lao,,,
ຏ,0E8F,3727,lao letter pali tta,Lao,,,
ຐ,0E90,3728,lao letter pali ttha,Lao,,,
ຑ,0E91,3729,lao letter pali dda,Lao,,,
ຒ,0E92,3730,lao letter pali ddha,Lao,,,
ຓ,0E93,3731,lao letter pali nna,Lao,,,
ດ,0E94,3732,lao letter do,Lao,,,
ຕ,0E95,3733,lao letter to,Lao,,,
ຖ,0E96,3734,lao letter tho sung,Lao,,,
ທ,0E97,3735,lao letter tho tam,Lao,,,
ຘ,0E98,3736,lao letter pali dha,Lao,,,
ນ,0E99,3737,lao letter no,Lao,,,
ບ,0E9A,3738,lao letter bo,Lao,,,
ປ,0E9B,3739,lao letter po,Lao,,,
ຜ,0E9C,3740,lao letter pho sung,Lao,,,
ຝ,0E9D,3741,lao letter fo tam,Lao,,,
ພ,0E9E,3742,lao letter pho tam,Lao,,,
ຟ,0E9F,3743,lao letter fo sung,Lao,,,
ຠ,0EA0,3744,lao letter pali bha,Lao,,,
ມ,0EA1,3745,lao letter mo,Lao,,,
ຢ,0EA2,3746,lao letter yo,Lao,,,
ຣ,0EA3,3747,lao letter lo ling,Lao,,,
ລ,0EA5,3749,lao letter lo loot,Lao,,,
ວ,0EA7,3751,lao letter wo,Lao,,,
ຨ,0EA8,3752,lao letter sanskrit sha,Lao,,,
ຩ,0EA9,3753,lao letter sanskrit ssa,Lao,,,
ສ,0EAA,3754,lao letter so sung,Lao,,,
ຫ,0EAB,3755,lao letter ho sung,Lao,,,
ຬ,0EAC,3756,lao letter pali lla,Lao,,,
ອ,0EAD,3757,lao letter o,Lao,,,
ຮ,0EAE,3758,lao letter ho tam,Lao,,,
ຯ,0EAF,3759,lao ellipsis,Lao,,,
ະ,0EB0,3760,lao vowel sign a,Lao,,,
ັ,0EB1,3761,lao vowel sign mai kan,Lao,,,
າ,0EB2,3762,lao vowel sign aa,Lao,,,
ຳ,0EB3,3763,lao vowel sign am,Lao,,,
ິ,0EB4,3764,lao vowel sign i,Lao,,,
ີ,0EB5,3765,lao vowel sign ii,Lao,,,
ຶ,0EB6,3766,lao vowel sign y,Lao,,,
ື,0EB7,3767,lao vowel sign yy,Lao,,,
ຸ,0EB8,3768,lao vowel sign u,Lao,,,
ູ,0EB9,3769,lao vowel sign uu,Lao,,,
຺,0EBA,3770,lao sign pali virama,Lao,,,
ົ,0EBB,3771,lao vowel sign mai kon,Lao,,,
ຼ,0EBC,3772,lao semivowel sign lo,Lao,,,
ຽ,0EBD,3773,lao semivowel sign nyo,Lao,,,
ເ,0EC0,3776,lao vowel sign e,Lao,,,
ແ,0EC1,3777,lao vowel sign ei,Lao,,,
ໂ,0EC2,3778,lao vowel sign o,Lao,,,
ໃ,0EC3,3779,lao vowel sign ay,Lao,,,
ໄ,0EC4,3780,lao vowel sign ai,Lao,,,
ໆ,0EC6,3782,lao ko la,Lao,,,
່,0EC8,3784,lao tone mai ek,Lao,,,
້,0EC9,3785,lao tone mai tho,Lao,,,
໊,0ECA,3786,lao tone mai ti,Lao,,,
໋,0ECB,3787,lao tone mai catawa,Lao,,,
໌,0ECC,3788,lao cancellation mark,Lao,,,
ໍ,0ECD,3789,lao niggahita,Lao,,,
໐,0ED0,3792,lao digit zero,Lao,,,
໑,0ED1,3793,lao digit one,Lao,,,
໒,0ED2,3794,lao digit two,Lao,,,
໓,0ED3,3795,lao digit three,Lao,,,
໔,0ED4,3796,lao digit four,Lao,,,
໕,0ED5,3797,lao digit five,Lao,,,
໖,0ED6,3798,lao digit six,Lao,,,
໗,0ED7,3799,lao digit seven,Lao,,,
໘,0ED8,3800,lao digit eight,Lao,,,
໙,0ED9,3801,lao digit nine,Lao,,,
ໜ,0EDC,3804,lao ho no,Lao,,,
ໝ,0EDD,3805,lao ho mo,Lao,,,
ໞ,0EDE,3806,lao letter khmu go,Lao,,,
ໟ,0EDF,3807,lao letter khmu nyo,Lao,,,
ༀ,0F00,3840,tibetan syllable om,Tibetan,,,
༁,0F01,3841,tibetan mark gter yig mgo truncated a,Tibetan,,,
༂,0F02,3842,tibetan mark gter yig mgo -um rnam bcad ma,Tibetan,,,
༃,0F03,3843,tibetan mark gter yig mgo -um gter tsheg ma,Tibetan,,,
༄,0F04,3844,tibetan mark initial yig mgo mdun ma,Tibetan,,,
༅,0F05,3845,tibetan mark closing yig mgo sgab ma,Tibetan,,,
༆,0F06,3846,tibetan mark caret yig mgo phur shad ma,Tibetan,,,
༇,0F07,3847,tibetan mark yig mgo tsheg shad ma,Tibetan,,,
༈,0F08,3848,tibetan mark sbrul shad,Tibetan,,,
༉,0F09,3849,tibetan mark bskur yig mgo,Tibetan,,,
༊,0F0A,3850,tibetan mark bka- shog yig mgo,Tibetan,,,
་,0F0B,3851,tibetan mark intersyllabic tsheg,Tibetan,,,
༌,0F0C,3852,tibetan mark delimiter tsheg bstar,Tibetan,,,
།,0F0D,3853,tibetan mark shad,Tibetan,,,
༎,0F0E,3854,tibetan mark nyis shad,Tibetan,,,
༏,0F0F,3855,tibetan mark tsheg shad,Tibetan,,,
༐,0F10,3856,tibetan mark nyis tsheg shad,Tibetan,,,
༑,0F11,3857,tibetan mark rin chen spungs shad,Tibetan,,,
༒,0F12,3858,tibetan mark rgya gram shad,Tibetan,,,
༓,0F13,3859,tibetan mark caret -dzud rtags me long can,Tibetan,,,
༔,0F14,3860,tibetan mark gter tsheg,Tibetan,,,
༕,0F15,3861,tibetan logotype sign chad rtags,Tibetan,,,
༖,0F16,3862,tibetan logotype sign lhag rtags,Tibetan,,,
༗,0F17,3863,tibetan astrological sign sgra gcan -char rtags,Tibetan,,,
༘,0F18,3864,tibetan astrological sign -khyud pa,Tibetan,,,
༙,0F19,3865,tibetan astrological sign sdong tshugs,Tibetan,,,
༚,0F1A,3866,tibetan sign rdel dkar gcig,Tibetan,,,
༛,0F1B,3867,tibetan sign rdel dkar gnyis,Tibetan,,,
༜,0F1C,3868,tibetan sign rdel dkar gsum,Tibetan,,,
༝,0F1D,3869,tibetan sign rdel nag gcig,Tibetan,,,
༞,0F1E,3870,tibetan sign rdel nag gnyis,Tibetan,,,
༟,0F1F,3871,tibetan sign rdel dkar rdel nag,Tibetan,,,
༠,0F20,3872,tibetan digit zero,Tibetan,,,
༡,0F21,3873,tibetan digit one,Tibetan,,,
༢,0F22,3874,tibetan digit two,Tibetan,,,
༣,0F23,3875,tibetan digit three,Tibetan,,,
༤,0F24,3876,tibetan digit four,Tibetan,,,
༥,0F25,3877,tibetan digit five,Tibetan,,,
༦,0F26,3878,tibetan digit six,Tibetan,,,
༧,0F27,3879,tibetan digit seven,Tibetan,,,
༨,0F28,3880,tibetan digit eight,Tibetan,,,
༩,0F29,3881,tibetan digit nine,Tibetan,,,
༪,0F2A,3882,tibetan digit half one,Tibetan,,,
༫,0F2B,3883,tibetan digit half two,Tibetan,,,
༬,0F2C,3884,tibetan digit half three,Tibetan,,,
༭,0F2D,3885,tibetan digit half four,Tibetan,,,
༮,0F2E,3886,tibetan digit half five,Tibetan,,,
༯,0F2F,3887,tibetan digit half six,Tibetan,,,
༰,0F30,3888,tibetan digit half seven,Tibetan,,,
༱,0F31,3889,tibetan digit half eight,Tibetan,,,
༲,0F32,3890,tibetan digit half nine,Tibetan,,,
༳,0F33,3891,tibetan digit half zero,Tibetan,,,
༴,0F34,3892,tibetan mark bsdus rtags,Tibetan,,,
༵,0F35,3893,tibetan mark ngas bzung nyi zla,Tibetan,,,
༶,0F36,3894,tibetan mark caret -dzud rtags bzhi mig can,Tibetan,,,
༷,0F37,3895,tibetan mark ngas bzung sgor rtags,Tibetan,,,
༸,0F38,3896,tibetan mark che mgo,Tibetan,,,
༹,0F39,3897,tibetan mark tsa -phru,Tibetan,,,
༺,0F3A,3898,tibetan mark gug rtags gyon,Tibetan,,,
༻,0F3B,3899,tibetan mark gug rtags gyas,Tibetan,,,
༼,0F3C,3900,tibetan mark ang khang gyon,Tibetan,,,
༽,0F3D,3901,tibetan mark ang khang gyas,Tibetan,,,
༾,0F3E,3902,tibetan sign yar tshes,Tibetan,,,
༿,0F3F,3903,tibetan sign mar tshes,Tibetan,,,
ཀ,0F40,3904,tibetan letter ka,Tibetan,,,
ཁ,0F41,3905,tibetan letter kha,Tibetan,,,
ག,0F42,3906,tibetan letter ga,Tibetan,,,
གྷ,0F43,3907,tibetan letter gha,Tibetan,,,
ང,0F44,3908,tibetan letter nga,Tibetan,,,
ཅ,0F45,3909,tibetan letter ca,Tibetan,,,
ཆ,0F46,3910,tibetan letter cha,Tibetan,,,
ཇ,0F47,3911,tibetan letter ja,Tibetan,,,
ཉ,0F49,3913,tibetan letter nya,Tibetan,,,
ཊ,0F4A,3914,tibetan letter tta,Tibetan,,,
ཋ,0F4B,3915,tibetan letter ttha,Tibetan,,,
ཌ,0F4C,3916,tibetan letter dda,Tibetan,,,
ཌྷ,0F4D,3917,tibetan letter ddha,Tibetan,,,
ཎ,0F4E,3918,tibetan letter nna,Tibetan,,,
ཏ,0F4F,3919,tibetan letter ta,Tibetan,,,
ཐ,0F50,3920,tibetan letter tha,Tibetan,,,
ད,0F51,3921,tibetan letter da,Tibetan,,,
དྷ,0F52,3922,tibetan letter dha,Tibetan,,,
ན,0F53,3923,tibetan letter na,Tibetan,,,
པ,0F54,3924,tibetan letter pa,Tibetan,,,
ཕ,0F55,3925,tibetan letter pha,Tibetan,,,
བ,0F56,3926,tibetan letter ba,Tibetan,,,
བྷ,0F57,3927,tibetan letter bha,Tibetan,,,
མ,0F58,3928,tibetan letter ma,Tibetan,,,
ཙ,0F59,3929,tibetan letter tsa,Tibetan,,,
ཚ,0F5A,3930,tibetan letter tsha,Tibetan,,,
ཛ,0F5B,3931,tibetan letter dza,Tibetan,,,
ཛྷ,0F5C,3932,tibetan letter dzha,Tibetan,,,
ཝ,0F5D,3933,tibetan letter wa,Tibetan,,,
ཞ,0F5E,3934,tibetan letter zha,Tibetan,,,
ཟ,0F5F,3935,tibetan letter za,Tibetan,,,
འ,0F60,3936,tibetan letter -a,Tibetan,,,
ཡ,0F61,3937,tibetan letter ya,Tibetan,,,
ར,0F62,3938,tibetan letter ra,Tibetan,,,
ལ,0F63,3939,tibetan letter la,Tibetan,,,
ཤ,0F64,3940,tibetan letter sha,Tibetan,,,
ཥ,0F65,3941,tibetan letter ssa,Tibetan,,,
ས,0F66,3942,tibetan letter sa,Tibetan,,,
ཧ,0F67,3943,tibetan letter ha,Tibetan,,,
ཨ,0F68,3944,tibetan letter a,Tibetan,,,
ཀྵ,0F69,3945,tibetan letter kssa,Tibetan,,,
ཪ,0F6A,3946,tibetan letter fixed-form ra,Tibetan,,,
ཫ,0F6B,3947,tibetan letter kka,Tibetan,,,
ཬ,0F6C,3948,tibetan letter rra,Tibetan,,,
ཱ,0F71,3953,tibetan vowel sign aa,Tibetan,,,
ི,0F72,3954,tibetan vowel sign i,Tibetan,,,
ཱི,0F73,3955,tibetan vowel sign ii,Tibetan,,,
ུ,0F74,3956,tibetan vowel sign u,Tibetan,,,
ཱུ,0F75,3957,tibetan vowel sign uu,Tibetan,,,
ྲྀ,0F76,3958,tibetan vowel sign vocalic r,Tibetan,,,
ཷ,0F77,3959,tibetan vowel sign vocalic rr,Tibetan,,,
ླྀ,0F78,3960,tibetan vowel sign vocalic l,Tibetan,,,
ཹ,0F79,3961,tibetan vowel sign vocalic ll,Tibetan,,,
ེ,0F7A,3962,tibetan vowel sign e,Tibetan,,,
ཻ,0F7B,3963,tibetan vowel sign ee,Tibetan,,,
ོ,0F7C,3964,tibetan vowel sign o,Tibetan,,,
ཽ,0F7D,3965,tibetan vowel sign oo,Tibetan,,,
ཾ,0F7E,3966,tibetan sign rjes su nga ro,Tibetan,,,
ཿ,0F7F,3967,tibetan sign rnam bcad,Tibetan,,,
ྀ,0F80,3968,tibetan vowel sign reversed i,Tibetan,,,
ཱྀ,0F81,3969,tibetan vowel sign reversed ii,Tibetan,,,
ྂ,0F82,3970,tibetan sign nyi zla naa da,Tibetan,,,
ྃ,0F83,3971,tibetan sign sna ldan,Tibetan,,,
྄,0F84,3972,tibetan mark halanta,Tibetan,,,
྅,0F85,3973,tibetan mark paluta,Tibetan,,,
྆,0F86,3974,tibetan sign lci rtags,Tibetan,,,
྇,0F87,3975,tibetan sign yang rtags,Tibetan,,,
ྈ,0F88,3976,tibetan sign lce tsa can,Tibetan,,,
ྉ,0F89,3977,tibetan sign mchu can,Tibetan,,,
ྊ,0F8A,3978,tibetan sign gru can rgyings,Tibetan,,,
ྋ,0F8B,3979,tibetan sign gru med rgyings,Tibetan,,,
ྌ,0F8C,3980,tibetan sign inverted mchu can,Tibetan,,,
ྍ,0F8D,3981,tibetan subjoined sign lce tsa can,Tibetan,,,
ྎ,0F8E,3982,tibetan subjoined sign mchu can,Tibetan,,,
ྏ,0F8F,3983,tibetan subjoined sign inverted mchu can,Tibetan,,,
ྐ,0F90,3984,tibetan subjoined letter ka,Tibetan,,,
ྑ,0F91,3985,tibetan subjoined letter kha,Tibetan,,,
ྒ,0F92,3986,tibetan subjoined letter ga,Tibetan,,,
ྒྷ,0F93,3987,tibetan subjoined letter gha,Tibetan,,,
ྔ,0F94,3988,tibetan subjoined letter nga,Tibetan,,,
ྕ,0F95,3989,tibetan subjoined letter ca,Tibetan,,,
ྖ,0F96,3990,tibetan subjoined letter cha,Tibetan,,,
ྗ,0F97,3991,tibetan subjoined letter ja,Tibetan,,,
ྙ,0F99,3993,tibetan subjoined letter nya,Tibetan,,,
ྚ,0F9A,3994,tibetan subjoined letter tta,Tibetan,,,
ྛ,0F9B,3995,tibetan subjoined letter ttha,Tibetan,,,
ྜ,0F9C,3996,tibetan subjoined letter dda,Tibetan,,,
ྜྷ,0F9D,3997,tibetan subjoined letter ddha,Tibetan,,,
ྞ,0F9E,3998,tibetan subjoined letter nna,Tibetan,,,
ྟ,0F9F,3999,tibetan subjoined letter ta,Tibetan,,,
ྠ,0FA0,4000,tibetan subjoined letter tha,Tibetan,,,
ྡ,0FA1,4001,tibetan subjoined letter da,Tibetan,,,
ྡྷ,0FA2,4002,tibetan subjoined letter dha,Tibetan,,,
ྣ,0FA3,4003,tibetan subjoined letter na,Tibetan,,,
ྤ,0FA4,4004,tibetan subjoined letter pa,Tibetan,,,
ྥ,0FA5,4005,tibetan subjoined letter pha,Tibetan,,,
ྦ,0FA6,4006,tibetan subjoined letter ba,Tibetan,,,
ྦྷ,0FA7,4007,tibetan subjoined letter bha,Tibetan,,,
ྨ,0FA8,4008,tibetan subjoined letter ma,Tibetan,,,
ྩ,0FA9,4009,tibetan subjoined letter tsa,Tibetan,,,
ྪ,0FAA,4010,tibetan subjoined letter tsha,Tibetan,,,
ྫ,0FAB,4011,tibetan subjoined letter dza,Tibetan,,,
ྫྷ,0FAC,4012,tibetan subjoined letter dzha,Tibetan,,,
ྭ,0FAD,4013,tibetan subjoined letter wa,Tibetan,,,
ྮ,0FAE,4014,tibetan subjoined letter zha,Tibetan,,,
ྯ,0FAF,4015,tibetan subjoined letter za,Tibetan,,,
ྰ,0FB0,4016,tibetan subjoined letter -a,Tibetan,,,
ྱ,0FB1,4017,tibetan subjoined letter ya,Tibetan,,,
ྲ,0FB2,4018,tibetan subjoined letter ra,Tibetan,,,
ླ,0FB3,4019,tibetan subjoined letter la,Tibetan,,,
ྴ,0FB4,4020,tibetan subjoined letter sha,Tibetan,,,
ྵ,0FB5,4021,tibetan subjoined letter ssa,Tibetan,,,
ྶ,0FB6,4022,tibetan subjoined letter sa,Tibetan,,,
ྷ,0FB7,4023,tibetan subjoined letter ha,Tibetan,,,
ྸ,0FB8,4024,tibetan subjoined letter a,Tibetan,,,
ྐྵ,0FB9,4025,tibetan subjoined letter kssa,Tibetan,,,
ྺ,0FBA,4026,tibetan subjoined letter fixed-form wa,Tibetan,,,
ྻ,0FBB,4027,tibetan subjoined letter fixed-form ya,Tibetan,,,
ྼ,0FBC,4028,tibetan subjoined letter fixed-form ra,Tibetan,,,
྾,0FBE,4030,tibetan ku ru kha,Tibetan,,,
྿,0FBF,4031,tibetan ku ru kha bzhi mig can,Tibetan,,,
࿀,0FC0,4032,tibetan cantillation sign heavy beat,Tibetan,,,
࿁,0FC1,4033,tibetan cantillation sign light beat,Tibetan,,,
࿂,0FC2,4034,tibetan cantillation sign cang te-u,Tibetan,,,
࿃,0FC3,4035,tibetan cantillation sign sbub -chal,Tibetan,,,
࿄,0FC4,4036,tibetan symbol dril bu,Tibetan,,,
࿅,0FC5,4037,tibetan symbol rdo rje,Tibetan,,,
࿆,0FC6,4038,tibetan symbol padma gdan,Tibetan,,,
࿇,0FC7,4039,tibetan symbol rdo rje rgya gram,Tibetan,,,
࿈,0FC8,4040,tibetan symbol phur pa,Tibetan,,,
࿉,0FC9,4041,tibetan symbol nor bu,Tibetan,,,
